id,name,weight,is_expansion,reimplements,has_versions,n_versions
430563,Popcorn,3.2796,False,False,True,2
386860,Farm Hand,3.2796,False,False,True,2
423561,HeroQuest: First Light,3.2796,False,False,True,2
393880,Biomes of Nilgiris,3.2796,False,False,True,2
389113,RIVALS,3.2796,False,False,True,2
383190,Positano,3.2796,False,False,True,2
436055,Чёрная книга (Black Book: The Board Game),3.2796,False,False,True,2
368552,Fighting Formations: US 29th Infantry Division,3.2796,False,False,True,2
383190,Positano,3.2796,False,False,True,2
377041,Northwest,3.2796,False,False,True,2
392756,Dominate & Delegate,3.2796,False,False,True,2
426713,PRINCIPES,3.2796,False,False,True,2
376753,Assault: Sicily '43 – Gela Beachhead,3.2796,False,False,True,2
413248,R.A.V.E.L.,3.2796,False,False,True,2
394897,Horror on the Orient Express: The Board Game,3.2796,False,False,True,2
420931,Spooktacular,3.2796,False,False,True,2
423553,Above and Below: Haunted,3.2796,False,False,True,2
410518,Spire's End: Rangitaki,3.2796,False,False,True,2
415848,Lands of Evershade,3.2796,False,False,True,2
425765,Ministry of Lost Things: Case 1 – Lint Condition,3.2796,False,False,True,2
438685,Mundo Abierto: Elria,3.2796,False,False,True,2
420931,Spooktacular,3.2796,False,False,True,2
405398,Silver Eye,3.2796,False,False,True,2
415815,Aces & Armor,3.2796,False,False,True,2
368540,Four Horsemen,3.2796,False,False,True,2
369995,Runar,3.2796,False,False,True,2
241068,Cysmic,3.2796,False,False,True,2
449185,FlipToons,3.2796,False,False,True,2
449185,FlipToons,3.2796,False,False,True,2
411391,House of 1000 Corpses,3.2796,False,False,True,2
435687,Трик-н-Шеф (Trick-n-Chef),3.2796,False,False,True,2
348599,Bagged & Boarded,3.2796,False,False,True,2
425445,Sweet Lands,3.2796,False,False,True,2
421316,Manatee Sanctuary: Seacow Edition,3.2796,False,False,True,2
444481,Star Wars: Battle of Hoth,3.2796,False,False,True,2
417542,Cyberpunk 2077: The Board Game,3.2796,False,False,True,2
340120,First Victories: Wellington versus Napoleon,3.2796,False,False,True,2
417219,I C E: Second Edition,3.2796,False,False,True,2
417895,The Last Command,3.2796,False,False,True,2
414927,Parks & Potions,3.2796,False,False,True,2
420027,Пенумбра: Испытания Арканы (Penumbra: Trials of Arcana),3.2796,False,False,True,2
358079,Dying Light: The Board Game,3.2796,False,False,True,2
379906,OPPIDUM,3.2796,False,False,True,2
319060,Golden Age of Piracy: 1718,3.2796,False,False,True,2
299594,Megapulse,3.2796,False,False,True,2
319060,Golden Age of Piracy: 1718,3.2796,False,False,True,2
414546,The Cats of Mont Saint Michel,3.2796,False,False,True,2
414546,The Cats of Mont Saint Michel,3.2796,False,False,True,2
394217,Shadows of Brimstone: The Impossible Hell Train,3.2796,False,False,True,2
371842,Qu'arz,3.2796,False,False,True,2
428231,Pulitzer,3.2796,False,False,True,2
409105,Stellar Horizons II: Galactic Frontier,3.2796,False,False,True,2
383117,Cathood,3.2796,False,False,True,2
425276,Unmatched Adventures: Teenage Mutant Ninja Turtles,3.2796,False,False,True,2
432261,Trench Crusade,3.2796,False,False,True,2
421246,Neon Hope,3.2796,False,False,True,2
394218,Shadows of Brimstone: Cursed Tombs of Khamuntet,3.2796,False,False,True,2
432715,Dirt & Dust,3.2796,False,False,True,2
420311,Blood,3.2796,False,False,True,2
352225,Terminus Frontier,3.2796,False,False,True,2
402503,Primal Hex,3.2796,False,False,True,2
429378,Malediction,3.2796,False,False,True,2
353677,Darkest Doom,3.2796,False,False,True,2
419437,Estate: Raise the Realm,3.2796,False,False,True,2
418826,Dark Blood,3.2796,False,False,True,2
423579,Ozob: A Cyberpunk Board Game,3.2796,False,False,True,2
420554,Primates,3.2796,False,False,True,2
447670,Black Rose Wars: Revised Edition,3.2796,False,False,True,2
412728,The War of the Worlds: One More Day,3.2796,False,False,True,2
434222,Gwent: The Legendary Card Game,3.2796,False,False,True,2
266019,Animalcatraz,3.2796,False,False,True,2
319889,Artefacts,3.2796,False,False,True,2
417491,Odalin: Dungeons of Doom,3.2796,False,False,True,2
430446,DAVOS,3.2796,False,False,True,2
431098,Breakers,3.2796,False,False,True,2
368309,DANTE: Inferno,3.2796,False,False,True,2
310774,Burn the Witch,3.2796,False,False,True,2
436861,Seven Secret Supervillains,3.2796,False,False,True,2
